Number,Full Name,Google Scholar,Scopus,Subject
4790,Гринюк Роман Федорович,6,-,суспільні науки - Law
4791,Грицан Юрій Іванович,6,-,аграрні науки - Ecology
4792,Гриценко Володимир Петрович,6,-,науки про Землю - Geology
4793,Гриценко Олена Іванівна,6,-,економіка - Accounting & Taxation
4794,Грицина Леся Анатоліївна,6,-,економіка - Strategic Management
4795,Грицишен Димитрій Олександрович,6,-,економіка - Accounting & Taxation
4796,Грицунов Олександр Валентинович,6,3,інформатика - Microelectronics & Electronic Packaging
4797,Грицюк Петро Михайлович,6,-,економіка - Economics
4798,Грищенко Вадим Федорович,6,-,економіка - Economics
4799,Грищук Богдан Дмитрович,6,-,хімія - Organic Chemistry
4800,Грушка Олена Григорівна,6,5,фізика та математика - Condensed Matter Physics & Semiconductors
4801,Грущинська Наталія Миколаївна,6,-,економіка - International Business
4802,Губенко Василь Іванович,6,-,економіка - International Business
4803,Губенко Володимир Костянтинович,6,-,економіка - Transportation
4804,Губеня Олексій Олександрович,6,-,технічні науки - Mechanical Engineering
4805,Гуліда Едуард Миколайович,6,-,суспільні науки - Emergency Management
4806,Гуляєва Наталія Миколаївна,6,-,економіка - Finance
4807,Гументик Михайло Ярославович,6,-,аграрні науки - Agronomy & Crop Science
4808,Гунченко Марія Володимирівна,6,4,економіка - Strategic Management
4809,Гуржій Тарас Олександрович,6,-,суспільні науки - Law
4810,Гусаров Сергій Миколайович,6,-,суспільні науки - Law
4811,Гутко Людмила Миколаївна,6,-,економіка - Finance
4812,Гуфрій Дмитро Федорович,6,-,аграрні науки - Pharmacology & Pharmacy
4813,Давиденко Валентина Василівна,6,-,медицина - Pulmonology
4814,Давиденко Ігор Святославович,6,-,медицина - Patology
4815,Давиденко Надія Миколаївна,6,-,економіка - Finance
4816,Давидова Ірина Володимирівна,6,-,медицина - Cardiology
4817,Давидова Ірина Олександрівна,6,-,суспільні науки - Library & Information Science
4818,Давідіч Юрій Олександрович,6,-,економіка - Transportation
4819,Данилов Михайло Олегович,6,4,хімія - Electrochemistry
4820,Данилова Валентина Михайлівна,6,5,науки про життя - Biochemistry
4821,Данилова Тетяна Вікторівна,6,-,суспільні науки - Philosophy
